standard_code,level,variant_no,template_text
6수01-01,매우잘함,1,사칙연산이 혼합된 식의 계산 순서를 정확히 이해하고 능숙하게 계산하며 그 순서를 논리적으로 설명함.
6수01-01,매우잘함,2,"덧셈, 뺄셈, 곱셈, 나눗셈이 섞인 혼합 계산에서 계산 순서를 명확히 설명하고 정확히 계산해 냄."
6수01-01,잘함,1,"덧셈, 뺄셈, 곱셈, 나눗셈이 섞인 혼합 계산의 순서를 알고 이를 정확하게 계산함."
6수01-01,잘함,2,사칙연산 혼합 계산에서 계산 순서를 이해하고 이를 적용하여 바르게 계산함.
6수01-01,보통,1,안내에 따라 간단한 혼합 계산에서 계산 순서를 이해하며 계산을 수행해 나가는 모습을 보임.
6수01-01,보통,2,기본적인 사칙연산 혼합 계산의 순서를 차근차근 익히며 계산을 수행함.
6수01-02,매우잘함,1,"이상, 이하, 초과, 미만의 의미와 쓰임을 정확히 이해하고 이를 활용해 실생활 문제를 능숙하게 해결함."
6수01-02,매우잘함,2,"수의 범위를 나타내는 이상, 이하, 초과, 미만의 개념을 깊이 이해하고 실생활 문제 해결에 폭넓게 적용함."
6수01-02,잘함,1,"실생활 상황에서 이상, 이하, 초과, 미만을 사용하여 수의 범위를 정확하게 나타냄."
6수01-02,잘함,2,"이상, 이하, 초과, 미만의 의미를 이해하고 이를 활용해 수의 범위를 나타낼 수 있음."
6수01-02,보통,1,"안내된 절차에 따라 이상, 이하, 초과, 미만을 사용해 간단한 수의 범위를 나타내는 능력을 보임."
6수01-02,보통,2,"이상, 이하, 초과, 미만의 개념을 기초적으로 이해하며 수의 범위 표현에 익숙해져 감."
6수01-03,매우잘함,1,"올림, 버림, 반올림의 의미와 필요성을 이해하고 실생활 문제 해결에 활용하며 수학의 유용성을 논리적으로 설명함."
6수01-03,매우잘함,2,"어림값을 구하는 방법인 올림, 버림, 반올림을 실생활 문제에 능숙하게 적용하고 그 유용성을 설명함."
6수01-03,잘함,1,"올림, 버림, 반올림을 사용하여 실생활의 여러 수를 어림값으로 나타내고 수학의 유용성을 인식함."
6수01-03,잘함,2,"올림, 버림, 반올림의 의미를 이해하고 이를 활용해 수를 어림값으로 나타냄."
6수01-03,보통,1,"안내된 절차에 따라 올림, 버림, 반올림을 사용해 수를 어림값으로 나타내는 경험을 쌓아감."
6수01-03,보통,2,"올림, 버림, 반올림의 기본 개념을 익히며 안내에 따라 어림값을 구해 봄."
6수01-04,매우잘함,1,"약수, 공약수, 최대공약수를 정확히 구하고 그 방법과 상호 관계를 논리적으로 설명함."
6수01-04,매우잘함,2,"약수와 공약수, 최대공약수 사이의 관계를 깊이 이해하고 이를 구하는 과정을 명확하게 설명함."
6수01-04,잘함,1,"약수, 공약수, 최대공약수를 이해하고 주어진 수의 약수, 공약수, 최대공약수를 정확히 구함."
6수01-04,잘함,2,"약수와 공약수, 최대공약수의 개념을 이해하고 이를 바르게 구할 수 있음."
6수01-04,보통,1,"안내된 절차에 따라 주어진 수의 약수, 공약수, 최대공약수를 구해 나가는 모습을 보임."
6수01-04,보통,2,"약수, 공약수, 최대공약수의 기초 개념을 익히며 절차에 따라 구하는 연습을 해 나감."
6수01-05,매우잘함,1,"배수, 공배수, 최소공배수를 정확히 구하고 그 방법과 상호 관계를 논리적으로 설명함."
6수01-05,매우잘함,2,"배수와 공배수, 최소공배수 사이의 관계를 깊이 이해하고 이를 구하는 과정을 명확하게 설명함."
6수01-05,잘함,1,"배수, 공배수, 최소공배수를 이해하고 주어진 수의 배수, 공배수, 최소공배수를 정확히 구함."
6수01-05,잘함,2,"배수와 공배수, 최소공배수의 개념을 이해하고 이를 바르게 구할 수 있음."
6수01-05,보통,1,"안내된 절차에 따라 주어진 수의 배수, 공배수, 최소공배수를 구해 나가는 모습을 보임."
6수01-05,보통,2,"배수, 공배수, 최소공배수의 기초 개념을 익히며 절차에 따라 구하는 연습을 해 나감."
6수01-06,매우잘함,1,"크기가 같은 분수에 대한 이해를 바탕으로 분수를 능숙하게 약분, 통분하고 그 방법을 논리적으로 설명함."
6수01-06,매우잘함,2,크기가 같은 분수를 만드는 원리를 깊이 이해하고 이를 활용해 약분과 통분을 정확히 수행하며 설명함.
6수01-06,잘함,1,"크기가 같은 분수에 대한 이해를 바탕으로 주어진 분수를 약분, 통분할 수 있음."
6수01-06,잘함,2,"크기가 같은 분수를 만드는 방법을 이해하고 이를 활용해 분수를 약분, 통분함."
6수01-06,보통,1,"안내된 절차에 따라 크기가 같은 분수를 찾고 간단한 분수의 약분, 통분을 익혀 나감."
6수01-06,보통,2,분수의 약분과 통분에 대한 기초 개념을 이해하며 절차에 따라 연습을 이어감.
6수01-07,매우잘함,1,분모가 다른 분수의 크기를 여러 방법으로 비교하고 그 방법을 논리적으로 설명함.
6수01-07,매우잘함,2,분모가 다른 분수의 크기 비교 방법을 다양하게 탐구하고 이를 명확히 설명함.
6수01-07,잘함,1,분모가 다른 분수를 통분하여 크기를 정확하게 비교함.
6수01-07,잘함,2,통분을 활용해 분모가 다른 분수의 크기를 바르게 비교할 수 있음.
6수01-07,보통,1,안내된 절차에 따라 분모가 다른 분수의 크기를 비교하는 경험을 쌓아감.
6수01-07,보통,2,분모가 다른 분수의 크기 비교에 대한 기초를 익히며 점차 익숙해져 감.
6수01-08,매우잘함,1,분모가 다른 분수의 덧셈과 뺄셈을 정확히 계산하고 그 계산 원리를 논리적으로 설명함.
6수01-08,매우잘함,2,"분모가 다른 분수의 덧셈, 뺄셈 원리를 깊이 이해하고 이를 정확하게 계산하며 설명함."
6수01-08,잘함,1,분모가 다른 분수의 덧셈과 뺄셈의 계산 원리를 탐구하고 그 계산을 수행함.
6수01-08,잘함,2,"분모가 다른 분수의 덧셈, 뺄셈 원리를 이해하고 이를 활용해 계산함."
6수01-08,보통,1,"안내된 절차에 따라 분모가 다른 간단한 분수의 덧셈, 뺄셈을 익혀 나감."
6수01-08,보통,2,분모가 다른 분수의 덧셈과 뺄셈에 대한 기초 계산 능력을 키워 나감.
6수01-09,매우잘함,1,"분수와 자연수, 분수끼리의 곱셈을 정확히 계산하고 그 계산 원리를 논리적으로 설명함."
6수01-09,매우잘함,2,분수의 곱셈 원리를 깊이 이해하고 다양한 형태의 곱셈을 정확하게 계산하며 설명함.
6수01-09,잘함,1,"분수와 자연수, 분수끼리의 곱셈 원리를 탐구하고 그 계산을 수행함."
6수01-09,잘함,2,분수의 곱셈 원리를 이해하고 이를 활용해 계산을 정확히 함.
6수01-09,보통,1,안내된 절차에 따라 간단한 분수의 곱셈을 익혀 나가는 모습을 보임.
6수01-09,보통,2,분수의 곱셈에 대한 기초 계산 원리를 이해하며 연습을 이어감.
6수01-10,매우잘함,1,자연수끼리의 나눗셈의 몫을 분수로 정확히 나타내고 그 방법을 논리적으로 설명함.
6수01-10,매우잘함,2,자연수 나눗셈의 몫을 분수로 나타내는 원리를 깊이 이해하고 이를 명확히 설명함.
6수01-10,잘함,1,자연수끼리의 나눗셈의 몫을 분수로 정확하게 나타낼 수 있음.
6수01-10,잘함,2,나눗셈의 몫을 분수로 나타내는 방법을 이해하고 이를 적용함.
6수01-10,보통,1,안내된 절차에 따라 나눗셈의 몫을 분수로 나타내는 연습을 이어감.
6수01-10,보통,2,자연수 나눗셈의 몫을 분수로 나타내는 기초 개념을 익혀 나감.
6수01-11,매우잘함,1,"분수와 자연수, 분수끼리의 나눗셈을 정확히 계산하고 그 계산 원리를 논리적으로 설명함."
6수01-11,매우잘함,2,분수의 나눗셈 원리를 깊이 이해하고 다양한 형태의 나눗셈을 정확하게 계산하며 설명함.
6수01-11,잘함,1,"분수와 자연수, 분수끼리의 나눗셈 원리를 탐구하고 그 계산을 수행함."
6수01-11,잘함,2,분수의 나눗셈 원리를 이해하고 이를 활용해 계산을 정확히 함.
6수01-11,보통,1,안내된 절차에 따라 간단한 분수의 나눗셈을 익혀 나가는 모습을 보임.
6수01-11,보통,2,분수의 나눗셈에 대한 기초 계산 원리를 이해하며 연습을 이어감.
6수01-12,매우잘함,1,분수와 소수의 관계에 대한 이해를 바탕으로 여러 방법으로 크기를 비교하고 그 방법을 설명함.
6수01-12,매우잘함,2,분수와 소수 사이의 관계를 깊이 이해하고 다양한 방식으로 크기를 비교하며 논리적으로 설명함.
6수01-12,잘함,1,"분수를 소수로, 소수를 분수로 나타내고 분수와 소수의 크기를 비교함."
6수01-12,잘함,2,분수와 소수의 관계를 이해하고 이를 활용해 크기를 정확히 비교함.
6수01-12,보통,1,안내된 절차에 따라 간단한 분수와 소수의 크기를 비교하는 능력을 보임.
6수01-12,보통,2,분수와 소수를 서로 나타내는 기초 개념을 익히며 크기 비교에 익숙해져 감.
6수01-13,매우잘함,1,소수의 곱셈을 정확히 계산하고 계산 결과가 타당한지 어림을 이용해 논리적으로 설명함.
6수01-13,매우잘함,2,소수 곱셈의 계산 원리를 깊이 이해하고 계산 결과의 타당성을 어림으로 명확히 설명함.
6수01-13,잘함,1,"소수와 자연수, 소수끼리의 곱셈 원리를 탐구하고 그 계산을 수행함."
6수01-13,잘함,2,소수의 곱셈 원리를 이해하고 이를 활용해 계산을 정확히 함.
6수01-13,보통,1,안내된 절차에 따라 간단한 소수의 곱셈을 익혀 나가는 모습을 보임.
6수01-13,보통,2,소수의 곱셈에 대한 기초 계산 원리를 이해하며 연습을 이어감.
6수01-14,매우잘함,1,자연수끼리의 나눗셈의 몫을 소수로 정확히 나타내고 그 방법을 논리적으로 설명함.
6수01-14,매우잘함,2,자연수 나눗셈의 몫을 소수로 나타내는 원리를 깊이 이해하고 이를 명확히 설명함.
6수01-14,잘함,1,자연수끼리의 나눗셈의 몫을 소수로 정확하게 나타낼 수 있음.
6수01-14,잘함,2,나눗셈의 몫을 소수로 나타내는 방법을 이해하고 이를 적용함.
6수01-14,보통,1,안내된 절차에 따라 간단한 나눗셈의 몫을 소수로 나타내는 연습을 이어감.
6수01-14,보통,2,자연수 나눗셈의 몫을 소수로 나타내는 기초 개념을 익혀 나감.
6수01-15,매우잘함,1,소수의 나눗셈을 정확히 계산하고 계산 결과가 타당한지 어림을 이용해 논리적으로 설명함.
6수01-15,매우잘함,2,소수 나눗셈의 계산 원리를 깊이 이해하고 계산 결과의 타당성을 어림으로 명확히 설명함.
6수01-15,잘함,1,"소수와 자연수, 소수끼리의 나눗셈 원리를 탐구하고 그 계산을 수행함."
6수01-15,잘함,2,소수의 나눗셈 원리를 이해하고 이를 활용해 계산을 정확히 함.
6수01-15,보통,1,안내된 절차에 따라 간단한 소수의 나눗셈을 익혀 나가는 모습을 보임.
6수01-15,보통,2,소수의 나눗셈에 대한 기초 계산 원리를 이해하며 연습을 이어감.
6수02-01,매우잘함,1,대응 관계를 나타낸 표에서 규칙을 찾아 식으로 나타내고 수학적 표현의 편리함을 논리적으로 설명함.
6수02-01,매우잘함,2,"대응 관계 표에서 규칙을 찾아 □, △ 등을 사용한 식으로 능숙하게 나타내고 그 방법을 설명함."
6수02-01,잘함,1,"대응 관계를 나타낸 표에서 규칙을 찾아 □, △ 등을 사용한 식으로 나타냄."
6수02-01,잘함,2,대응 관계 표에서 규칙을 찾고 이를 식으로 표현하며 수학적 표현의 편리함을 앎.
6수02-01,보통,1,안내된 절차에 따라 대응 관계를 나타낸 표에서 규칙을 찾고 식을 완성해 나감.
6수02-01,보통,2,대응 관계 표에서 규칙을 찾는 기초 능력을 익히며 식 표현에 점차 익숙해져 감.
6수02-02,매우잘함,1,비가 적용되는 상황에서 두 양의 크기를 비교해 비로 나타내고 수학의 유용성을 인식함.
6수02-02,매우잘함,2,두 양의 관계를 비교하는 다양한 상황에서 비의 개념을 깊이 이해하고 능숙하게 비로 나타냄.
6수02-02,잘함,1,비의 개념을 이해하고 두 양의 크기를 비교하여 비로 정확하게 나타냄.
6수02-02,잘함,2,두 양의 크기를 비교하는 상황을 통해 비의 개념을 이해하고 이를 적용함.
6수02-02,보통,1,안내된 절차에 따라 두 양의 크기를 비교하여 비로 나타내는 경험을 쌓아감.
6수02-02,보통,2,비의 기초 개념을 이해하며 두 양을 비로 나타내는 연습을 이어감.
6수02-03,매우잘함,1,"비가 적용되는 상황에서 비율을 분수, 소수, 백분율로 나타내고 수학의 유용성을 인식함."
6수02-03,매우잘함,2,"비율의 개념을 깊이 이해하고 다양한 상황에서 분수, 소수, 백분율로 능숙하게 나타냄."
6수02-03,잘함,1,"비율의 의미를 이해하고 이를 분수, 소수, 백분율로 정확하게 나타냄."
6수02-03,잘함,2,"비율의 개념을 이해하고 상황에 맞게 분수, 소수, 백분율로 표현함."
6수02-03,보통,1,"안내된 절차에 따라 간단한 비율을 분수, 소수, 백분율로 나타내는 능력을 보임."
6수02-03,보통,2,비율의 기초 개념을 익히며 다양한 방식으로 나타내는 연습을 이어감.
6수02-04,매우잘함,1,비례식의 성질에 대한 이해를 바탕으로 비례식을 능숙하게 풀고 그 방법을 논리적으로 설명함.
6수02-04,매우잘함,2,비례식의 성질을 깊이 이해하고 이를 활용해 비례식을 정확히 풀며 풀이 방법을 설명함.
6수02-04,잘함,1,비례식의 성질에 대한 이해를 바탕으로 간단한 비례식을 정확하게 풀 수 있음.
6수02-04,잘함,2,비례식의 개념과 성질을 이해하고 이를 활용해 문제를 해결함.
6수02-04,보통,1,비례식을 알고 안내된 절차에 따라 간단한 비례식을 풀어가는 모습을 보임.
6수02-04,보통,2,비례식의 기초 개념을 익히며 절차에 따라 풀이 연습을 이어감.
6수02-05,매우잘함,1,비례배분에 대한 이해를 바탕으로 실생활 상황에서 주어진 양을 비례배분하고 그 방법을 설명함.
6수02-05,매우잘함,2,비례배분의 개념을 깊이 이해하고 다양한 상황에서 주어진 양을 능숙하게 비례배분함.
6수02-05,잘함,1,비례배분을 알고 주어진 양을 정확하게 비례배분할 수 있음.
6수02-05,잘함,2,비례배분의 개념을 이해하고 이를 활용해 양을 나누어 봄.
6수02-05,보통,1,비례배분을 알고 안내된 절차에 따라 간단한 비례배분을 해 나감.
6수02-05,보통,2,비례배분의 기초 개념을 익히며 절차에 따라 연습을 이어감.
6수03-01,매우잘함,1,도형의 합동의 의미와 합동인 도형의 성질을 설명하고 실생활 속 합동 도형에서 수학의 아름다움을 느낌.
6수03-01,매우잘함,2,합동인 도형의 성질을 깊이 탐구하여 논리적으로 설명하고 생활 속 사례에서 아름다움을 발견함.
6수03-01,잘함,1,도형의 합동을 이해하고 합동인 도형의 성질을 탐구하며 수학의 아름다움을 느낌.
6수03-01,잘함,2,합동인 도형의 개념과 성질을 이해하고 이를 탐구하는 태도를 보임.
6수03-01,보통,1,"합동인 도형을 찾고 직접 포개어 보는 활동을 통해 대응점, 대응변, 대응각을 찾아봄."
6수03-01,보통,2,구체적 활동을 통해 합동인 도형의 대응 요소를 하나씩 찾아 나가는 모습을 보임.
6수03-02,매우잘함,1,선대칭도형과 점대칭도형을 정확히 그리고 그 방법을 설명하며 생활 속 사례에서 수학의 아름다움을 느낌.
6수03-02,매우잘함,2,선대칭도형과 점대칭도형의 원리를 깊이 이해하여 능숙하게 그리고 아름다움을 발견함.
6수03-02,잘함,1,선대칭도형과 점대칭도형을 이해하고 정확하게 그리며 수학의 아름다움을 느낌.
6수03-02,잘함,2,선대칭도형과 점대칭도형의 개념을 이해하고 이를 바르게 그릴 수 있음.
6수03-02,보통,1,구체적 조작 활동을 통해 선대칭도형과 점대칭도형을 찾거나 그려 봄.
6수03-02,보통,2,선대칭도형과 점대칭도형의 기초 개념을 익히며 그리는 연습을 이어감.
6수03-03,매우잘함,1,실생활에서 직육면체와 정육면체를 찾고 구성 요소와 여러 성질을 탐구하여 논리적으로 설명함.
6수03-03,매우잘함,2,직육면체와 정육면체의 성질을 깊이 탐구하고 이를 생활 속 사례와 연결하여 설명함.
6수03-03,잘함,1,"직육면체와 정육면체에서 면, 모서리, 꼭짓점을 찾고 그 성질을 설명함."
6수03-03,잘함,2,직육면체와 정육면체의 구성 요소를 이해하고 성질을 파악함.
6수03-03,보통,1,"구체적 조작 활동을 통해 직육면체와 정육면체에서 면, 모서리, 꼭짓점을 찾아봄."
6수03-03,보통,2,직육면체와 정육면체의 기초 구성 요소를 익혀 나가는 모습을 보임.
6수03-04,매우잘함,1,직육면체와 정육면체의 겨냥도와 전개도를 정확히 그리고 구성 요소를 이용해 그 방법을 설명함.
6수03-04,매우잘함,2,직육면체와 정육면체의 겨냥도와 전개도 원리를 깊이 이해하여 능숙하게 그리고 설명함.
6수03-04,잘함,1,직육면체와 정육면체의 겨냥도와 전개도를 그리고 전개 가능 여부를 구별함.
6수03-04,잘함,2,직육면체와 정육면체의 겨냥도와 전개도의 개념을 이해하고 정확히 그림.
6수03-04,보통,1,일부가 주어진 직육면체와 정육면체의 겨냥도와 전개도를 완성해 나감.
6수03-04,보통,2,겨냥도와 전개도의 기초 개념을 익히며 그리는 연습을 이어감.
6수03-05,매우잘함,1,실생활에서 각기둥과 각뿔을 찾고 구성 요소와 여러 성질을 탐구하여 논리적으로 설명함.
6수03-05,매우잘함,2,각기둥과 각뿔의 성질을 깊이 탐구하고 이를 생활 속 사례와 연결하여 설명함.
6수03-05,잘함,1,"각기둥과 각뿔에서 면, 모서리, 꼭짓점을 찾고 그 성질을 설명함."
6수03-05,잘함,2,각기둥과 각뿔의 구성 요소를 이해하고 성질을 파악함.
6수03-05,보통,1,"구체적 조작 활동을 통해 각기둥과 각뿔에서 면, 모서리, 꼭짓점을 찾아봄."
6수03-05,보통,2,각기둥과 각뿔의 기초 구성 요소를 익혀 나가는 모습을 보임.
6수03-06,매우잘함,1,각기둥의 전개도를 정확히 그리고 구성 요소와 성질을 이용해 그 방법을 설명함.
6수03-06,매우잘함,2,각기둥 전개도의 원리를 깊이 이해하여 능숙하게 그리고 논리적으로 설명함.
6수03-06,잘함,1,각기둥의 전개도를 그리고 전개 가능한 것과 그렇지 않은 것을 구별함.
6수03-06,잘함,2,각기둥의 전개도 개념을 이해하고 이를 정확하게 그릴 수 있음.
6수03-06,보통,1,일부가 주어진 각기둥의 전개도를 완성해 나가는 모습을 보임.
6수03-06,보통,2,각기둥 전개도의 기초 개념을 익히며 그리는 연습을 이어감.
6수03-07,매우잘함,1,"실생활에서 원기둥, 원뿔, 구를 찾고 구성 요소와 여러 성질을 탐구하여 논리적으로 설명함."
6수03-07,매우잘함,2,"원기둥, 원뿔, 구의 성질을 깊이 탐구하고 이를 생활 속 사례와 연결하여 설명함."
6수03-07,잘함,1,"원기둥, 원뿔, 구에서 구성 요소를 찾고 그 성질을 설명함."
6수03-07,잘함,2,"원기둥, 원뿔, 구의 구성 요소를 이해하고 성질을 파악함."
6수03-07,보통,1,"구체적 조작 활동을 통해 원기둥, 원뿔, 구에서 구성 요소를 찾아봄."
6수03-07,보통,2,"원기둥, 원뿔, 구의 기초 구성 요소를 익혀 나가는 모습을 보임."
6수03-08,매우잘함,1,원기둥의 전개도를 정확히 그리고 그 방법을 논리적으로 설명함.
6수03-08,매우잘함,2,원기둥 전개도의 원리를 깊이 이해하여 능숙하게 그리고 명확히 설명함.
6수03-08,잘함,1,원기둥의 전개도를 그리고 전개 가능한 것과 그렇지 않은 것을 구별함.
6수03-08,잘함,2,원기둥의 전개도 개념을 이해하고 이를 정확하게 그릴 수 있음.
6수03-08,보통,1,일부가 주어진 원기둥의 전개도를 완성해 나가는 모습을 보임.
6수03-08,보통,2,원기둥 전개도의 기초 개념을 익히며 그리는 연습을 이어감.
6수03-09,매우잘함,1,쌓기나무로 만든 입체도형의 개수를 여러 방법으로 구하고 그 방법을 논리적으로 설명함.
6수03-09,매우잘함,2,쌓기나무 개수를 구하는 다양한 방법을 깊이 탐구하고 이를 명확히 설명함.
6수03-09,잘함,1,쌓기나무로 만든 입체도형을 보고 사용된 쌓기나무의 개수를 정확히 구함.
6수03-09,잘함,2,입체도형에 사용된 쌓기나무의 개수를 이해하고 바르게 구할 수 있음.
6수03-09,보통,1,안내된 절차에 따라 간단한 입체도형에 사용된 쌓기나무의 개수를 구해 나감.
6수03-09,보통,2,쌓기나무 개수를 구하는 기초 방법을 익히며 연습을 이어감.
6수03-10,매우잘함,1,"쌓기나무로 만든 입체도형의 위, 앞, 옆에서 본 모양을 표현하고 이를 통해 모양을 추론하며 설명함."
6수03-10,매우잘함,2,입체도형을 여러 방향에서 본 모양을 정확히 표현하고 추론 과정을 논리적으로 설명함.
6수03-10,잘함,1,"입체도형의 위, 앞, 옆에서 본 모양을 표현하고 이를 보고 모양을 추론함."
6수03-10,잘함,2,쌓기나무 입체도형을 여러 방향에서 표현하고 그 모양을 추론할 수 있음.
6수03-10,보통,1,"안내된 절차에 따라 간단한 입체도형의 위, 앞, 옆에서 본 모양을 표현해 봄."
6수03-10,보통,2,입체도형을 여러 방향에서 살펴보는 기초 활동을 통해 모양 추측 능력을 키워감.
6수03-11,매우잘함,1,여러 가지 평면도형의 둘레를 구하고 그 방법을 논리적으로 설명함.
6수03-11,매우잘함,2,다양한 평면도형의 둘레를 구하는 방법을 깊이 탐구하고 명확히 설명함.
6수03-11,잘함,1,평면도형의 둘레를 알고 기본적인 평면도형의 둘레를 정확하게 구함.
6수03-11,잘함,2,평면도형 둘레의 개념을 이해하고 이를 활용해 둘레를 구함.
6수03-11,보통,1,안내된 절차에 따라 기본적인 평면도형의 둘레를 구해 나가는 모습을 보임.
6수03-11,보통,2,평면도형의 둘레에 대한 기초 개념을 익히며 연습을 이어감.
6수03-12,매우잘함,1,넓이 단위 사이의 관계를 설명하고 실생활 상황에서 적절한 넓이 단위를 능숙하게 사용함.
6수03-12,매우잘함,2,"1cm², 1m², 1km² 사이의 관계를 깊이 이해하고 상황에 맞는 단위를 정확히 선택함."
6수03-12,잘함,1,"넓이 단위 1cm², 1m², 1km²를 알고 단위 사이의 관계를 설명함."
6수03-12,잘함,2,넓이 단위의 개념을 이해하고 단위 간 관계를 파악함.
6수03-12,보통,1,"넓이 단위 1cm², 1m², 1km²를 알고 단위 간 환산 관계를 조금씩 익혀감."
6수03-12,보통,2,넓이 단위에 대한 기초 개념을 이해하며 단위 관계를 익혀 나감.
6수03-13,매우잘함,1,직사각형과 정사각형의 넓이 구하는 방법을 설명하고 이를 이용해 넓이를 정확히 구함.
6수03-13,매우잘함,2,직사각형과 정사각형 넓이 공식의 원리를 깊이 이해하고 이를 명확히 설명하며 계산함.
6수03-13,잘함,1,직사각형과 정사각형의 넓이 구하는 방법을 이해하고 이를 이용해 넓이를 구함.
6수03-13,잘함,2,직사각형과 정사각형 넓이 공식을 이해하고 정확하게 계산함.
6수03-13,보통,1,안내된 절차에 따라 직사각형과 정사각형의 넓이를 구해 나가는 모습을 보임.
6수03-13,보통,2,직사각형과 정사각형 넓이 구하기의 기초 개념을 익히며 연습을 이어감.
6수03-14,매우잘함,1,"평행사변형, 삼각형, 사다리꼴, 마름모의 넓이 구하는 방법을 다양하게 추론하고 논리적으로 설명함."
6수03-14,매우잘함,2,여러 도형의 넓이 공식을 스스로 추론하고 그 과정을 명확히 설명하며 문제를 해결함.
6수03-14,잘함,1,"평행사변형, 삼각형, 사다리꼴, 마름모의 넓이 구하는 방법을 이해하고 이를 이용해 구함."
6수03-14,잘함,2,여러 사각형과 삼각형의 넓이 공식을 이해하고 정확하게 계산함.
6수03-14,보통,1,"안내된 절차에 따라 평행사변형, 삼각형, 사다리꼴, 마름모의 넓이를 구해 나감."
6수03-14,보통,2,여러 평면도형의 넓이 구하기에 대한 기초 개념을 익혀 나감.
6수03-15,매우잘함,1,원 모양 물체의 원주와 지름을 측정하는 활동을 통해 원주율의 의미를 설명하고 근삿값을 사용함.
6수03-15,매우잘함,2,원주율의 원리를 실측 활동을 통해 깊이 이해하고 근삿값을 능숙하게 활용함.
6수03-15,잘함,1,원 모양 물체의 원주와 지름을 측정하는 활동을 통해 원주율이 일정함을 알고 근삿값을 사용함.
6수03-15,잘함,2,원주율의 개념을 실측 활동을 통해 이해하고 근삿값을 활용함.
6수03-15,보통,1,안내된 절차에 따라 원 모양 물체의 원주와 지름을 측정하며 원주율이 일정한 값임을 알아감.
6수03-15,보통,2,원주율의 기초 개념을 측정 활동을 통해 조금씩 익혀 나감.
6수03-16,매우잘함,1,원주와 원의 넓이를 구하는 방법을 설명하고 이를 이용해 정확하게 구함.
6수03-16,매우잘함,2,원주와 원의 넓이 공식의 원리를 깊이 이해하고 이를 능숙하게 계산하여 설명함.
6수03-16,잘함,1,원주와 원의 넓이 구하는 방법을 이해하고 이를 이용해 정확히 구함.
6수03-16,잘함,2,원주와 원의 넓이 공식을 이해하고 이를 활용해 계산함.
6수03-16,보통,1,안내된 절차에 따라 원주와 원의 넓이를 구해 나가는 모습을 보임.
6수03-16,보통,2,원주와 원의 넓이 구하기에 대한 기초 개념을 익혀 나감.
6수03-17,매우잘함,1,직육면체와 정육면체의 겉넓이 구하는 여러 방법을 추론하고 그 과정을 논리적으로 설명함.
6수03-17,매우잘함,2,겉넓이 공식을 스스로 추론하는 과정을 통해 원리를 깊이 이해하고 명확히 설명함.
6수03-17,잘함,1,직육면체와 정육면체의 겉넓이 구하는 방법을 이해하고 이를 이용해 정확히 구함.
6수03-17,잘함,2,겉넓이 공식을 이해하고 이를 활용해 직육면체와 정육면체의 겉넓이를 계산함.
6수03-17,보통,1,안내된 절차에 따라 직육면체와 정육면체의 겉넓이를 구해 나가는 모습을 보임.
6수03-17,보통,2,겉넓이 구하기에 대한 기초 개념을 익히며 연습을 이어감.
6수03-18,매우잘함,1,부피 단위 사이의 관계를 설명하고 실생활 상황에서 적절한 부피 단위를 능숙하게 사용함.
6수03-18,매우잘함,2,1cm³와 1m³ 사이의 관계를 깊이 이해하고 상황에 맞는 단위를 정확히 선택함.
6수03-18,잘함,1,"부피 단위 1cm³, 1m³를 알고 단위 사이의 관계를 설명함."
6수03-18,잘함,2,부피 단위의 개념을 이해하고 단위 간 관계를 파악함.
6수03-18,보통,1,"부피 단위 1cm³, 1m³를 알고 단위 간 환산 관계를 조금씩 익혀감."
6수03-18,보통,2,부피 단위에 대한 기초 개념을 이해하며 단위 관계를 익혀 나감.
6수03-19,매우잘함,1,직육면체와 정육면체의 부피 구하는 방법을 추론하고 그 과정을 논리적으로 설명하며 계산함.
6수03-19,매우잘함,2,부피 공식을 스스로 추론하는 과정을 통해 원리를 깊이 이해하고 명확히 설명함.
6수03-19,잘함,1,직육면체와 정육면체의 부피 구하는 방법을 이해하고 이를 이용해 정확히 구함.
6수03-19,잘함,2,부피 공식을 이해하고 이를 활용해 직육면체와 정육면체의 부피를 계산함.
6수03-19,보통,1,안내된 절차에 따라 직육면체와 정육면체의 부피를 구해 나가는 모습을 보임.
6수03-19,보통,2,부피 구하기에 대한 기초 개념을 익히며 연습을 이어감.
6수04-01,매우잘함,1,평균의 의미와 유용성을 인식하고 여러 집단의 자료를 수집하여 평균을 구하고 해석함.
6수04-01,매우잘함,2,평균의 개념을 깊이 이해하고 다양한 자료의 평균을 능숙하게 구하며 그 의미를 해석함.
6수04-01,잘함,1,평균의 의미를 알고 주어진 자료의 평균을 정확하게 구하고 해석함.
6수04-01,잘함,2,평균의 개념을 이해하고 자료의 평균을 구해 해석할 수 있음.
6수04-01,보통,1,간단한 자료의 평균을 구하는 기초 능력을 보임.
6수04-01,보통,2,평균의 기초 개념을 익히며 간단한 자료의 평균 구하기를 연습해 나감.
6수04-02,매우잘함,1,자료를 수집하여 띠그래프나 원그래프로 나타내고 해석하며 비율그래프의 필요성을 인식함.
6수04-02,매우잘함,2,자료를 능숙하게 띠그래프와 원그래프로 표현하고 해석하며 비율그래프의 가치를 이해함.
6수04-02,잘함,1,주어진 자료를 띠그래프나 원그래프로 나타내고 이를 정확하게 해석함.
6수04-02,잘함,2,자료를 띠그래프와 원그래프로 표현하는 방법을 이해하고 해석할 수 있음.
